Subject,Run,Mean,Median,Standard Deviation,Minimum,Maximum
Jul_13,1,333.31810412892435,311.500324398405,107.36528247439263,45.500047384036684,840.5008753029193
Jul_13,2,277.91900863843335,275.0002863870349,61.856899319212246,68.00007081570317,465.00048425444083
