Subject,Dict_Key,Acc_Diff_Mean,Acc_Diff_Median,Acc_Diff_Std,Box_Diff_Mean,Box_Diff_Median,Box_Diff_Std
X33332,"(4, 3)",-0.22915406814586942,-0.22915406814586942,0.0955004175973228,-0.04921656124060973,-0.04921656124060973,0.014596001256722956
X33332,"(4, 4)",-0.25258070227762375,-0.25258070227762375,0.03277444844316382,-0.025556058356111556,-0.025556058356111556,0.0007907083442357053
X05398,"(1, 1)",-0.010167256552244222,-0.010167256552244222,0.016281025853247127,0.008419914245938083,0.008419914245938083,0.014351942817614014
X05398,"(1, 2)",-0.10506947116471015,-0.10506947116471015,0.069233354461524,-0.0862492987071164,-0.0862492987071164,0.06586196116404608
X05398,"(1, 3)",0.021167655177014515,0.021167655177014515,0.039061838325742296,0.03539508664980531,0.03539508664980531,0.044727953368177024
X05398,"(1, 4)",0.04460468403558855,0.04460468403558855,0.02733894044580284,0.07147875312512042,0.07147875312512042,0.024784209359495435
X05398,"(2, 1)",-0.05068385610254991,-0.05068385610254991,0.07324796643183279,-0.012275691632004013,-0.012275691632004013,0.0689361083232576
X05398,"(2, 2)",-0.021883871567400966,-0.021883871567400966,0.021490796003193476,0.01930449001956731,0.01930449001956731,0.025672590057365597
X05398,"(2, 3)",-0.0021342549893818563,-0.0021342549893818563,0.02165049562013817,0.04400863026702692,0.04400863026702692,0.013731203044616532
X05398,"(2, 4)",0.07000599516697943,0.07000599516697943,0.059457354484572775,0.10967650007805788,0.10967650007805788,0.04665454994537868
X05398,"(3, 1)",-0.09519684945523067,-0.09519684945523067,0.03706570196528959,-0.03897858616408138,-0.03897858616408138,0.02163589949542213
X05398,"(3, 2)",-0.16486523529917907,-0.16486523529917907,0.01930356140775423,-0.08632427860055374,-0.08632427860055374,0.0036358324976032974
X05398,"(3, 3)",-0.04863593128053288,-0.04863593128053288,0.008339749415438594,0.012135387472679011,0.012135387472679011,0.0025674708336333027
X05398,"(3, 4)",0.0065173868954113805,0.0065173868954113805,0.002894386058088974,0.0498430767083644,0.0498430767083644,0.0001889566567519485
X05398,"(4, 1)",-0.09828703110384086,-0.09828703110384086,0.04518703725534469,-0.058512738407260234,-0.058512738407260234,0.01830128384424806
X05398,"(4, 2)",-0.14883971343648827,-0.14883971343648827,0.02862614182412524,-0.08402757578755192,-0.08402757578755192,0.024518242409227016
