Subject,Run,Test Type,Mean,Median,Standard Deviation,Minimum,Maximum
Jul_13,1,1,345.7792062504951,305.7503184103124,128.21338787207011,184.50019213966522,840.5008753029193
Jul_13,1,2,367.22260465016166,349.00036345118247,88.65608931801656,266.500277535072,700.0007289851798
Jul_13,1,3,299.32487312232183,302.50031502573836,92.8305633169643,47.000048946147786,565.0005883951808
Jul_13,1,4,322.706218421235,294.5003066944792,104.28484215326687,45.500047384036684,733.5007638723276
Jul_13,2,1,288.87264125932484,284.50029628040517,65.44327628243448,68.00007081570317,429.5004472844781
Jul_13,2,2,305.0411339982939,303.5003160671458,41.46010962078137,224.5002337959612,375.00039052777487
Jul_13,2,3,256.0528982340526,261.500272328035,67.9461719612853,80.00008331259197,431.50044936729296
Jul_13,2,4,265.97027698312604,262.2502731090906,55.13375038200864,143.00014892125816,465.00048425444083
